@relation 'train-weka.filters.unsupervised.attribute.Remove-V-R28,61,67,86,130,145,147,176,232,235,287,310,332,426,470,481,649-650,873,886,1205,1769,1'

@attribute D27 numeric
@attribute D60 numeric
@attribute D66 numeric
@attribute D85 numeric
@attribute D129 numeric
@attribute D144 numeric
@attribute D146 numeric
@attribute D175 numeric
@attribute D231 numeric
@attribute D234 numeric
@attribute D286 numeric
@attribute D309 numeric
@attribute D331 numeric
@attribute D425 numeric
@attribute D469 numeric
@attribute D480 numeric
@attribute D648 numeric
@attribute D649 numeric
@attribute D872 numeric
@attribute D885 numeric
@attribute D1204 numeric
@attribute D1768 numeric
@attribute Activity numeric

@data
0,0.00621,0.277395,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,1
0,0.0101,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0367,0,0,0,0.119048,0.129006,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0.0388,0.0304,0,0,0,0.261905,0.108127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.352941,0.115657,0,0,0,0.0476,0.463904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.145149,0.041,0.0269,0,0.0303,0.309524,0.178876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0759,0,0,0,0.452381,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0588,0.0942,0,0,0,0.166667,0.130274,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
1,0.00621,0.325522,0.0191,0.157895,0,0.238095,0.103358,0.5,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0.323477,0,0,0,0,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.0271,0,0,0,0.0476,0.103358,0,0,0,0.25,0,0,0.333333,0,0,0,0,0,0,0,1
1,0,0.107762,0.0233,0.0526,0,0.190476,0.106355,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0.0294,0,0,0,0,0.0952,0.159123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0542,0,0,0,0.214286,0.103559,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,1
1,0,0.0515,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.130695,0.161739,0,0,0,0.0476,0.0875,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1
0,0.123854,0.0211,0,0,0,0.309524,0.232523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0588,0,0,0,0,0,0.140956,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
0,0,0.0163,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.103358,0,0,0,0.25,0,0,0,0,0,0.0833,0,0,0,0,0
0,0,0,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.166667,0.119667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.166667,0,0.5,0,0,0
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.103358,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.11777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.128307,0,0,0,0.595238,0.103358,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,1
0,0,0.0157,0.0346,0.105263,0,0.142857,0.103358,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1
0,0,0,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0101,0,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.178003,0,0,0,0.5,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0882,0.0232,0.0198,0.0526,0,0.642857,0.181223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0294,0,0,0,0,0.47619,0.129503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0313,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.380952,0.113998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0.0238,0.108127,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0346,0.105263,0,0.142857,0.103358,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,1
1,0,0.152703,0,0,0,0.261905,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
1,0,0.110536,0,0,0,0.52381,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0.0476,0.12277,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0.166667,0,0,0.25,0,0,0,0,1
0,0.264706,0,0.266517,0.315789,0.0909,0.333333,0.233854,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
0,0.205882,0,0.044,0.0526,0.0303,0.261905,0.267582,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0.0651,0,0,0,0,0.52381,0.120537,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0.323477,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.529412,0,0,0,0,0.0714,0.422609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0588,0.263239,0,0,0,0.0238,0.104445,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1
0,0.0882,0,0.0933,0.105263,0.0303,0.119048,0.160036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0294,0,0,0,0,0,0.113679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0211,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.139982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.416667,0,0,0,0,1
1,0,0.114956,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
0,0,0.0819,0,0,0,0.333333,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.125295,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.323477,0.0835,0.210526,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0238,0.0969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.411765,0,0,0,0,0.0238,0.421314,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0271,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,1
0,0.0588,0,0.0869,0.157895,0,0.0952,0.138047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.323529,0,0.0977,0.105263,0.0303,0.214286,0.380036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0407,0,0,0,0.0476,0.123585,0,0,0,0,0,0,0.166667,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0.0238,0.11349,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0.0101,0,0,0,0,0.142857,0.123686,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
1,0.0101,0.0759,0,0,0,0.619048,0.118249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0.0476,0.14739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0163,0,0,0,0,0.428571,0.141512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.117647,0,0,0,0,0,0.19789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0542,0,0,0,0.166667,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0.125152,0,0,0,0,0,0,0.333333,0.25,0,0,0,0,0,0,1
0,0.0588,0,0.186688,0.315789,0.0606,0.119048,0.143681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.117647,0,0,0,0,0.285714,0.195526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.175292,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0
0,0,0.161739,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.130548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0232,0,0,0,0.190476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0524,0.017,0.315789,0.0303,0.166667,0.103358,0,0,0,0.5,0,0,0.166667,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.11436,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
0,0.235294,0,0.0191,0,0.0303,0.0952,0.172112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0294,0,0.136098,0.210526,0,0.0476,0.117684,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0
1,0,0.115054,0,0,0,0.0714,0.110275,0,0,0,0,0,0,0.416667,0,0,0,0,0,1,0,1
0,0,0.102103,0,0,0,0.119048,0.139713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0.214286,0.130531,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.25842,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0376,0.0506,0,0,0,0.190476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0101,0,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0101,0,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
1,0,0,0,0,0,0.595238,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0275,0.0136,0,0,0,0.0476,0.103358,0,0,0,0.25,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.25842,0,0,0,0.166667,0.103358,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,1
1,0,0.072,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1
0,0.117647,0,0.0978,0.105263,0.0606,0.380952,0.139061,0,0,0,0.25,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0.0952,0.10724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0294,0.0247,0,0,0,0.0714,0.140637,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1
0,0.00621,0.277395,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.118889,0,0,0,0.166667,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.161136,0.00953,0.105263,0,0,0.103358,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.0882,0.162642,0,0,0,0.166667,0.101966,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0
1,0,0,0,0,0,0.0238,0.108442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0476,0.120687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.117647,0.204206,0,0,0,0.0476,0.19944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0211,0,0,0,0.119048,0.0982,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.0136,0,0,0,0.0952,0.104355,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
1,0.0101,0,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0232,0,0,0,0.142857,0.102625,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0.175292,0,0,0,0.261905,0.098,0,0,0,0,0,0,0.0833,0,0,0.166667,0,0.125,0,0,0
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0294,0,0.0251,0,0.0303,0.142857,0.113917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.00941,0.0114,0.033,0,0,0.0714,0.0934,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0,0.183324,0.157895,0,0,0.114445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0346,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0.117647,0,0.0341,0.105263,0,0.0952,0.164042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0294,0,0,0,0,0,0.0879,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.117697,0,0.485805,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0376,0,0,0,0,0.190476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0275,0.0136,0,0,0,0,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.106037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.111441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0588,0,0,0,0,0,0.197532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.114753,0,0,0,0.547619,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0.161739,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0313,0,0,0,0.261905,0.111482,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0271,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0588,0.102103,0,0,0,0.119048,0.0978,0,0,0,0.25,0,0,0,0,0,0.166667,0,0,0,0,0
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0642,0,0,0,0.404762,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0.0942,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0494,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.161739,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.107784,0.210526,0.0606,0.166667,0.135112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0719,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0515,0,0,0,0.261905,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0542,0.00852,0.157895,0,0.0238,0.103358,0,0,0,0.25,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.119048,0.13982,0,0,0,0,0,0,0.0833,0.25,0,0,0,0,0,0,0
0,0,0.0232,0,0,0,0.238095,0.140321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0271,0,0,0,0.190476,0.152296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0588,0.102103,0,0,0,0.166667,0.146999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0759,0,0,0,0.261905,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0759,0.00696,0.157895,0,0.452381,0.0949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.055,0.0136,0,0,0,0.0476,0.123121,0,0,0,0,0,0,0.166667,0,0,0,0,0,1,0,1
1,0,0.0247,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0.0588,0.161739,0,0,0,0,0.165287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0238,0.154434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0747,0,0,0,0.214286,0.141065,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.097,0,0,0,0.571429,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0.136083,0.157895,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.231313,0,0,0,0.261905,0.13096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.102103,0.00852,0.157895,0,0.142857,0.103358,0,0,0,0.25,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0.166667,0.103358,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0506,0,0,0,0.261905,0.131768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.14628,0.0933,0.157895,0,0.0238,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
0,0.264706,0,0.0948,0.105263,0,0.952381,0.203667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0407,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0.166667,0,0,0.0833,0,0,0,0,1
1,0,0,0.136083,0.157895,0.0606,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0275,0.0136,0,0,0,0,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.1012,0,0,0,0.52381,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0524,0,0,0,0.261905,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
0,0.0376,0.115657,0,0,0,0.333333,0.103868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0729,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,1
1,0.0882,0,0,0,0,0.0238,0.169095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0506,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,1
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.126801,0,0,0,0.452381,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0.0407,0,0,0,0.166667,0.153837,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
1,0,0.166256,0,0,0,0.404762,0.122342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0136,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0.204206,0,0,0,0.190476,0.115613,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,1
1,0.0294,0,0.0439,0.105263,0.0909,0.119048,0.1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0376,0.0895,0,0,0,0.619048,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0.11601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0.0238,0.0951,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
1,0,0.072,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0,0.0117,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00762,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0407,0,0,0,0,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0.0101,0.0313,0,0,0,0.0952,0.120227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0136,0,0,0,0,0.103358,0,0,0,0,0,0,0.25,0,0,0.0833,0,0,0,0,1
0,0,0.323477,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0367,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0313,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0719,0.0142,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0882,0,0,0,0,0.0476,0.163536,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0714,0.175067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0232,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0232,0,0,0,0.357143,0.147018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.102103,0.0216,0.157895,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0294,0,0,0,0,0.0714,0.10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0271,0,0,0,0.285714,0.159182,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0449,0,0,0,0.166667,0.118763,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0.0476,0.130437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.147059,0,0,0,0,0,0.241522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0232,0.0346,0.105263,0,0.285714,0.103358,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
1,0,0.0232,0,0,0,0.190476,0.10901,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0.105289,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
1,0,0.0506,0,0,0,0.190476,0.104992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0136,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0.0833,0,0,0.166667,0,0,0,0,1
1,0,0.0271,0,0,0,0.142857,0.0951,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.161739,0,0,0,0.0238,0.136416,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1
0,0.0588,0,0,0,0,0.0476,0.0677,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0485,0,0,0,0.333333,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0545,0,0,0,0.333333,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.258688,0,0,0,0.166667,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,1,0,1
1,0.264706,0,0.160144,0.157895,0.0606,0.166667,0.287026,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0142,0,0,0,0.166667,0.173663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0689,0.0136,0,0,0,0.119048,0.0776,0,0,0,0.25,0,0,0.166667,0,0,0,0,0,0,0,0
1,0,0.0271,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
0,0,0.140956,0,0,0,0.333333,0.104516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0588,0.0398,0,0,0,0.333333,0.183507,0,0,0,0,0.666667,0,0,0,0,0,0.5,0,0,0,0
1,0,0,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0.0202,0.0879,0,0,0,0.52381,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.067,0.0253,0,0,0,0.333333,0.171861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.017,0.105263,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.0882,0,0,0,0,0.0238,0.172912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.138547,0,0,0,0.547619,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.014,0.263158,0.0303,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.147059,0,0.00953,0.105263,0,0.0238,0.199181,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0.0476,0.122929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0294,0,0,0,0,0.0238,0.102647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0294,0,0,0,0,0,0.115344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.109276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.115657,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
0,0,0.0313,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00778,0.105263,0,0.0238,0.107568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0202,0.0759,0,0,0,0.547619,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0376,0.0506,0,0,0,0.47619,0.145587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.161739,0.0762,0.157895,0,0,0.101862,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
